7.964727351551503e-06,0.0,1.469005340646785e-05
1.3118826362260753e-05,3.054235778796172e-08,1.9363873651253454e-05
3.420330468163721e-05,1.5000198058723095e-07,5.2193718350370636e-05
2.9257337148556216e-05,4.360115498878255e-07,1.385419237737554e-05
1.547103198914921e-05,5.290158842497908e-07,4.817789162339023e-06
3.8527756997767245e-05,4.3467319719296963e-07,7.714244167273347e-06
1.4411994458618265e-05,9.025151917553517e-07,1.793774136915863e-05
1.542037337370946e-05,1.0787540267423368e-06,7.642637029994834e-06
2.6148340433664085e-05,8.770527625055821e-06,3.3470956025266453e-06
3.157929028576264e-05,6.022387549124461e-06,9.831449182169022e-06
0.00011446596195395879,7.700113203528309e-06,2.9577695301728497e-05
0.00012264031421933814,1.0152698719189663e-05,9.065277949436071e-05
0.0004274171675136534,3.405575298373619e-06,7.389359037595e-05
0.00028504546473313744,3.3531856685310118e-06,7.385543557744909e-05
0.0003166462017711893,8.283813586935273e-06,5.9966553872978726e-05
0.0004944976094215889,1.2253536457859966e-05,3.608828861381493e-05
8.252257776578402e-05,1.165256250760365e-05,1.296726469136584e-05
0.00013305582372332878,1.7715972513918476e-06,1.0990906430608089e-05
7.89205754150926e-05,3.428297098646018e-06,3.304752960691762e-05
6.162445443693519e-05,6.5456262412478735e-06,4.4749365604608235e-05
0.00011515199331333201,5.832627607753066e-06,5.2619958423770034e-05
0.00010645218657378277,1.460789068422408e-05,0.0001117970944507498
5.623264963952366e-05,1.0004451344074041e-05,8.706436518986525e-05
6.1030438845670236e-05,1.0730930389172003e-05,9.995262087377413e-05
9.667510375569455e-05,1.3134164627666723e-05,0.00021998604389120857
8.05894023774372e-05,7.011179353595575e-06,5.201146588778188e-05
7.02732287937678e-05,1.852586288858075e-05,1.499971568684203e-05
4.933802650378572e-05,2.4914904952702244e-05,1.9768057846567262e-05
4.99132364591957e-05,1.433408886623344e-05,1.6747810317087353e-05
2.4893595875882454e-05,6.4717595214075775e-06,1.7072713350218063e-05
3.764831976354208e-05,1.325587180333309e-05,5.5577288153745304e-05
1.9519518402691265e-05,9.213102877827657e-06,4.643498093739188e-05
2.1502279195416794e-05,1.2145334365784365e-05,3.2504798165137607e-05
3.3364205310510395e-05,5.746559853184994e-06,4.915421023987333e-05
8.311076739406353e-06,6.784898003923792e-06,5.588892053414181e-05
8.485877302050124e-06,2.049089422151346e-05,9.469104479447342e-05
2.5549173830121157e-05,8.524249111735386e-05,0.00012679767473587362
1.625399556819232e-05,5.9909893388599534e-05,8.029753677500348e-05
2.1864387715137464e-05,4.7996667716348486e-05,5.189201531885324e-05
5.820563259999124e-05,8.877833391852492e-05,5.8752524446971307e-05
6.631562308413071e-05,3.6286803994001344e-05,0.0001380306194027079
6.589551936448075e-05,2.4393805190220175e-05,8.655220511561551e-05
0.00013728508874227886,2.1087019344293396e-05,0.000127298626224491
0.00013898793777008782,5.9138398660838474e-05,7.85413338588737e-05
0.00014387854626056652,3.545901804138449e-05,5.517126344254868e-05
0.0003805130579493055,5.880048025883357e-05,6.133187845225212e-05
0.0001873602338477948,0.00016877013971676333,6.370652620195677e-05
0.00013994513002359512,8.707957655714323e-05,4.040425240510212e-05
0.00017117094911312157,6.371079753987824e-05,4.95744309915929e-05
0.0002214738947410687,4.095747268062852e-05,3.6730856679911426e-05
9.04994026372147e-05,0.00022142442747916964,1.1895776860128361e-05
0.0001264087946510765,0.0004944823555689472,4.53772516112675e-06
0.00027328984234603826,0.0002811174654214447,2.18522020278538e-05
0.00022192724604273075,0.00019877997670302174,2.026414931868002e-05
0.0002443357328299747,8.296832752894069e-05,3.4806245348070174e-05
0.00011814122611476574,0.0001947410209025787,6.649437408107877e-05
8.381962978719235e-05,0.00010259151582438109,6.631979198021924e-05
6.0323085383941784e-05,6.736728595025957e-05,3.4115006175099834e-05
4.488408979275194e-05,7.411120733832939e-05,8.229466882186419e-05
5.886270681668758e-05,3.6015114793574345e-05,3.774325549403056e-05
6.24021292141513e-05,3.133036584421485e-05,3.0925124658647696e-05
