1类置信率,2类置信率,3类置信率,预测分类,实际分类,预测正确
5.48E-14,2.33E-18,1,3,3,1
8.59E-19,4.82E-26,1,3,3,1
2.70E-15,9.38E-22,1,3,3,1
1.03E-13,6.46E-20,1,3,3,1
1.23E-13,1.14E-18,1,3,3,1
1.45E-16,2.60E-23,1,3,3,1
2.44E-11,1.88E-12,1,3,3,1
5.54E-14,5.84E-14,1,3,3,1
9.27E-11,2.14E-10,1,3,3,1
2.68E-15,1.52E-15,1,3,3,1
2.47E-18,1.13E-21,1,3,3,1
6.67E-20,1.32E-24,1,3,3,1
7.73E-19,4.73E-25,1,3,3,1
3.50E-21,3.01E-28,1,3,3,1
1.33E-22,1.03E-29,1,3,3,1
1.17E-23,5.09E-33,1,3,3,1
8.70E-21,2.05E-29,1,3,3,1
6.82E-20,7.91E-30,1,3,3,1
2.79E-16,1.38E-22,1,3,3,1
1.29E-19,5.57E-25,1,3,3,1
3.22E-15,1.10E-21,1,3,3,1
1.48E-11,5.96E-14,1,3,3,1
1.87E-14,7.09E-18,1,3,3,1
1.29E-17,7.05E-22,1,3,3,1
4.47E-16,4.22E-21,1,3,3,1
9.49E-14,1.17E-17,1,3,3,1
1.57E-14,4.97E-19,1,3,3,1
2.39E-17,1.22E-23,1,3,3,1
7.48E-13,5.20E-18,1,3,3,1
3.98E-13,6.31E-16,1,3,3,1
1.46E-17,4.21E-21,1,3,3,1
2.85E-18,7.97E-23,1,3,3,1
1.71E-17,3.52E-22,1,3,3,1
8.88E-19,4.34E-25,1,3,3,1
2.86E-20,3.46E-25,1,3,3,1
2.71E-16,1.46E-20,1,3,3,1
3.75E-20,4.41E-26,1,3,3,1
4.12E-15,9.19E-20,1,3,3,1
8.09E-19,7.31E-25,1,3,3,1
6.30E-17,3.68E-21,1,3,3,1
6.93E-13,2.04E-16,1,3,3,1
1.35E-12,1.48E-15,1,3,3,1
4.35E-11,4.82E-14,1,3,3,1
1.55E-08,9.00E-12,1,3,3,1
4.39E-08,5.51E-09,1,3,3,1
1.80E-12,1.57E-15,1,3,3,1
5.07E-10,4.16E-13,1,3,3,1
8.62E-10,3.11E-12,1,3,3,1
9.45E-07,2.33E-06,0.999996781,3,3,1
0.000475574,0.996590257,0.002934245,2,2,1
0.001273767,0.998679817,4.64E-05,2,2,1
2.24E-06,0.999997735,2.18E-08,2,2,1
2.76E-16,1,4.51E-18,2,2,1
0.994032085,0.005922907,4.51E-05,1,1,1
1,7.18E-09,1.12E-09,1,1,1
1,6.02E-12,1.15E-12,1,1,1
1,1.83E-10,1.45E-11,1,1,1
1,1.71E-13,3.06E-14,1,1,1
1,2.93E-14,3.10E-15,1,1,1
1,5.37E-12,8.34E-13,1,1,1
1,1.40E-12,1.42E-13,1,1,1
1,5.70E-14,4.21E-14,1,1,1
1,1.28E-09,6.80E-11,1,1,1
1,3.38E-13,2.74E-13,1,1,1
1,1.18E-16,9.68E-17,1,1,1
1,8.42E-19,7.92E-19,1,1,1
1,1.92E-10,4.58E-11,1,1,1
1,9.86E-14,1.69E-14,1,1,1
1,8.75E-11,1.62E-12,1,1,1
1,3.84E-11,3.52E-12,1,1,1
1,9.05E-11,3.70E-12,1,1,1
1,1.85E-11,7.55E-13,1,1,1
1,3.29E-11,1.08E-12,1,1,1
1,4.27E-09,1.10E-10,1,1,1
1,1.58E-10,2.15E-12,1,1,1
1,1.68E-08,8.47E-10,1,1,1
1,1.44E-13,4.25E-14,1,1,1
1,8.36E-14,1.88E-13,1,1,1
1,6.72E-13,2.28E-12,1,1,1
1,8.37E-11,1.27E-10,1,1,1
1,5.35E-09,2.71E-09,1,1,1
1,1.12E-11,1.45E-11,1,1,1
1,2.27E-10,2.34E-10,1,1,1
0.999999404,2.99E-07,2.07E-07,1,1,1
0.999996305,1.85E-06,1.91E-06,1,1,1
0.994699478,0.000267156,0.005033388,1,1,1
0.007892001,7.25E-05,0.992035449,3,3,1
0.778988957,0.017525667,0.203485295,1,1,1
0.122999616,0.001427842,0.875572503,3,3,1
0.003484143,7.87E-05,0.996437192,3,3,1
0.000856808,7.91E-07,0.999142408,3,3,1
4.00E-08,1.51E-09,1,3,3,1
5.20E-08,2.02E-10,1,3,3,1
5.06E-05,4.71E-05,0.999902248,3,3,1
0.000239496,5.27E-05,0.999707758,3,3,1
0.001233831,9.60E-06,0.998756528,3,3,1
1.30E-06,2.13E-10,0.999998689,3,3,1
3.51E-05,1.62E-09,0.999964952,3,3,1
5.79E-05,1.71E-07,0.999941945,3,3,1
9.64E-06,7.54E-09,0.999990344,3,3,1
0.397025317,0.001386698,0.601587951,3,1,0
0.527937055,0.36689958,0.105163328,1,1,1
0.000122802,0.994715154,0.005161946,2,2,1
7.46E-05,0.986602545,0.013322901,2,2,1
0.000142518,0.949817538,0.050039954,2,2,1
0.000321969,0.651105464,0.348572552,2,2,1
9.04E-06,0.996261179,0.003729714,2,2,1
7.24E-05,0.946644485,0.053283032,2,2,1
7.28E-07,0.000399913,0.999599397,3,3,1
4.48E-07,2.98E-07,0.999999285,3,3,1
8.98E-09,6.65E-10,1,3,3,1
3.67E-11,3.30E-12,1,3,3,1
7.34E-11,1.63E-13,1,3,3,1
4.41E-11,4.89E-14,1,3,3,1
2.40E-12,5.06E-16,1,3,3,1
2.11E-14,8.25E-20,1,3,3,1
1.76E-14,2.49E-19,1,3,3,1
1.77E-13,4.84E-20,1,3,3,1
4.46E-18,1.41E-25,1,3,3,1
5.77E-18,6.95E-24,1,3,3,1
1.76E-12,1.53E-13,1,3,3,1
1.59E-13,6.89E-14,1,3,3,1
4.58E-15,9.54E-16,1,3,3,1
1.12E-19,4.54E-24,1,3,3,1
8.87E-21,1.70E-24,1,3,3,1
5.49E-19,2.41E-26,1,3,3,1
3.58E-21,1.12E-28,1,3,3,1
1.54E-20,6.39E-28,1,3,3,1
5.12E-22,5.92E-30,1,3,3,1
7.17E-18,7.63E-23,1,3,3,1
1.30E-19,3.32E-28,1,3,3,1
3.82E-21,1.29E-29,1,3,3,1
1.50E-18,2.57E-24,1,3,3,1
2.83E-20,8.81E-28,1,3,3,1
4.50E-15,9.54E-19,1,3,3,1
6.67E-16,1.26E-19,1,3,3,1
3.80E-19,2.13E-22,1,3,3,1
6.51E-18,7.54E-26,1,3,3,1
1.01E-19,7.98E-27,1,3,3,1
3.21E-17,4.17E-23,1,3,3,1
3.58E-21,7.16E-29,1,3,3,1
1.01E-15,2.19E-21,1,3,3,1
4.38E-15,1.65E-19,1,3,3,1
5.11E-17,2.62E-21,1,3,3,1
6.11E-16,2.09E-19,1,3,3,1
8.89E-18,9.85E-23,1,3,3,1
4.67E-17,1.45E-22,1,3,3,1
7.79E-14,3.63E-17,1,3,3,1
1.69E-18,9.40E-23,1,3,3,1
3.14E-16,2.63E-20,1,3,3,1
9.25E-19,3.53E-25,1,3,3,1
1.39E-17,2.53E-22,1,3,3,1
3.84E-21,3.51E-27,1,3,3,1
1.14E-19,1.12E-26,1,3,3,1
9.70E-13,2.22E-17,1,3,3,1
3.53E-14,8.10E-18,1,3,3,1
1.38E-11,8.14E-15,1,3,3,1
1.35E-13,2.36E-16,1,3,3,1
7.87E-13,7.42E-16,1,3,3,1
1.57E-14,1.82E-18,1,3,3,1
1.64E-15,7.90E-20,1,3,3,1
3.24E-09,6.28E-11,1,3,3,1
0.052568506,0.370090932,0.577340603,3,2,0
0.000287945,0.998336256,0.001375878,2,2,1
5.60E-05,0.999938488,5.61E-06,2,2,1
2.46E-08,1,2.90E-10,2,2,1
2.77E-11,1,2.45E-13,2,2,1
0.996982992,0.002982144,3.49E-05,1,1,1
0.999997258,2.47E-06,2.28E-07,1,1,1
1,5.15E-12,1.70E-12,1,1,1
1,1.10E-12,8.95E-14,1,1,1
1,1.65E-10,1.42E-11,1,1,1
1,1.28E-10,1.42E-11,1,1,1
1,2.20E-12,5.14E-13,1,1,1
1,1.95E-15,3.30E-15,1,1,1
1,8.61E-20,2.06E-19,1,1,1
1,5.37E-15,1.88E-15,1,1,1
1,3.29E-14,2.47E-14,1,1,1
1,1.56E-14,9.57E-15,1,1,1
1,1.91E-13,7.90E-14,1,1,1
1,2.06E-11,2.58E-12,1,1,1
1,1.39E-10,7.05E-12,1,1,1
1,1.15E-10,5.60E-12,1,1,1
1,1.54E-11,2.17E-12,1,1,1
1,1.37E-11,2.01E-12,1,1,1
1,6.14E-11,6.54E-12,1,1,1
0.999999881,1.12E-07,8.14E-09,1,1,1
1,8.74E-09,4.28E-10,1,1,1
1,2.09E-09,2.26E-10,1,1,1
1,1.71E-12,4.72E-13,1,1,1
1,2.14E-15,1.28E-15,1,1,1
1,3.04E-12,2.70E-12,1,1,1
1,2.21E-19,1.92E-17,1,1,1
1,3.14E-12,7.53E-12,1,1,1
1,2.28E-10,1.16E-10,1,1,1
1,6.28E-10,4.81E-10,1,1,1
1,1.45E-12,1.09E-11,1,1,1
1,6.75E-11,6.64E-09,1,1,1
0.999987364,2.83E-06,9.74E-06,1,1,1
0.929827392,0.000528812,0.06964381,1,1,1
0.989112198,0.00175119,0.009136598,1,1,1
0.991507411,0.00262915,0.005863452,1,1,1
0.999339879,0.000157283,0.000502825,1,1,1
0.673478961,0.000938574,0.325582415,1,1,1
0.000257301,2.41E-07,0.999742448,3,3,1
0.000224797,9.96E-06,0.999765217,3,3,1
0.000103211,7.93E-06,0.999888897,3,3,1
0.000367688,4.35E-05,0.999588788,3,3,1
0.003649771,0.000328011,0.996022284,3,3,1
5.19E-05,2.22E-05,0.999925852,3,3,1
0.004436983,0.000486851,0.995076239,3,3,1
0.993403256,1.51E-06,0.006595195,1,1,1
0.988754869,3.63E-06,0.011241551,1,1,1
0.488797635,9.28E-05,0.511109591,3,1,0
0.968627334,0.007048462,0.024324225,1,1,1
0.000328416,0.999258101,0.000413424,2,2,1
4.93E-07,0.999996424,3.08E-06,2,2,1
5.87E-07,0.999998212,1.24E-06,2,2,1
3.99E-05,0.99769944,0.002260628,2,2,1
0.000515029,0.808980525,0.190504372,2,2,1
3.16E-06,0.999898076,9.88E-05,2,2,1
0.000736753,0.776176393,0.223086819,2,2,1
0.000794897,0.660129309,0.339075744,2,2,1
0.002190743,0.044050332,0.953758895,3,2,0
0.000379722,1.91E-05,0.999601185,3,3,1
2.83E-05,5.37E-07,0.999971151,3,3,1
1.73E-06,4.65E-11,0.999998212,3,3,1
1.46E-06,5.27E-09,0.999998569,3,3,1
1.77E-05,1.80E-07,0.999982119,3,3,1
1.17E-06,2.09E-10,0.999998808,3,3,1
1.07E-06,6.68E-09,0.999998927,3,3,1
5.60E-08,1.06E-11,1,3,3,1
7.35E-13,1.59E-17,1,3,3,1
7.47E-15,7.95E-20,1,3,3,1
6.57E-15,5.80E-19,1,3,3,1
3.39E-14,2.65E-16,1,3,3,1
4.39E-17,4.94E-20,1,3,3,1
1.33E-19,5.46E-24,1,3,3,1
2.38E-19,2.17E-25,1,3,3,1
2.18E-15,1.15E-20,1,3,3,1
6.31E-14,1.16E-17,1,3,3,1
1.40E-14,1.78E-18,1,3,3,1
1.95E-15,2.12E-20,1,3,3,1
1.44E-17,5.15E-23,1,3,3,1
2.44E-20,2.29E-27,1,3,3,1
6.59E-20,5.20E-28,1,3,3,1
8.44E-20,3.77E-27,1,3,3,1
1.90E-17,1.03E-23,1,3,3,1
1.05E-17,7.71E-23,1,3,3,1
6.02E-18,2.81E-23,1,3,3,1
1.30E-15,1.53E-20,1,3,3,1
1.39E-20,1.17E-27,1,3,3,1
2.77E-16,6.69E-22,1,3,3,1
4.21E-21,2.12E-29,1,3,3,1
4.89E-18,3.15E-25,1,3,3,1
1.57E-16,1.61E-22,1,3,3,1
1.59E-16,5.05E-23,1,3,3,1
1.46E-22,1.33E-30,1,3,3,1
6.26E-20,6.55E-27,1,3,3,1
8.64E-17,1.12E-22,1,3,3,1
2.55E-19,2.04E-25,1,3,3,1
1.34E-15,4.39E-20,1,3,3,1
5.15E-23,1.25E-29,1,3,3,1
3.44E-19,1.63E-26,1,3,3,1
1.21E-16,8.45E-22,1,3,3,1
3.60E-16,2.21E-21,1,3,3,1
4.20E-11,4.51E-16,1,3,3,1
8.50E-18,2.95E-24,1,3,3,1
5.59E-17,2.91E-23,1,3,3,1
2.06E-16,2.66E-20,1,3,3,1
7.85E-16,8.08E-20,1,3,3,1
1.76E-13,9.61E-16,1,3,3,1
7.95E-15,2.63E-19,1,3,3,1
5.54E-18,1.44E-22,1,3,3,1
9.00E-10,1.65E-12,1,3,3,1
2.84E-12,2.31E-15,1,3,3,1
0.003902672,0.000206696,0.995890617,3,3,1
0.00900371,0.411025792,0.579970479,3,2,0
0.001382639,0.997936606,0.000680868,2,2,1
5.08E-05,0.999944806,4.44E-06,2,2,1
2.04E-09,1,1.35E-10,2,2,1
2.01E-10,1,1.51E-12,2,2,1
0.901164234,0.098566867,0.000268865,1,1,1
0.999879718,0.000113775,6.47E-06,1,1,1
1,7.67E-09,1.05E-09,1,1,1
1,3.44E-09,3.77E-10,1,1,1
1,2.61E-10,4.20E-11,1,1,1
1,7.73E-13,2.17E-13,1,1,1
1,1.78E-14,9.91E-15,1,1,1
1,4.14E-13,3.59E-13,1,1,1
1,1.85E-16,2.92E-16,1,1,1
1,1.84E-18,4.71E-18,1,1,1
1,1.04E-20,6.48E-20,1,1,1
1,3.94E-11,1.50E-11,1,1,1
1,4.41E-13,2.74E-13,1,1,1
1,1.28E-12,2.11E-13,1,1,1
1,5.07E-10,9.02E-11,1,1,1
1,5.16E-08,2.17E-09,1,1,1
1,1.37E-11,7.65E-12,1,1,1
1,3.37E-15,4.52E-15,1,1,1
1,3.97E-11,3.29E-12,1,1,1
1,9.06E-13,3.43E-13,1,1,1
1,8.92E-09,7.03E-10,1,1,1
1,1.60E-12,8.47E-13,1,1,1
1,4.68E-15,9.76E-15,1,1,1
1,9.80E-15,1.71E-14,1,1,1
1,4.71E-13,8.06E-13,1,1,1
1,2.46E-20,6.18E-18,1,1,1
1,1.65E-14,2.76E-13,1,1,1
1,1.37E-11,3.27E-11,1,1,1
1,1.64E-10,5.80E-10,1,1,1
1,2.86E-14,1.75E-11,1,1,1
1,6.65E-11,1.18E-09,1,1,1
1,4.51E-09,1.58E-08,1,1,1
0.999999046,1.88E-07,7.41E-07,1,1,1
0.999719322,5.12E-05,0.000229402,1,1,1
0.999948502,3.98E-05,1.17E-05,1,1,1
0.999297261,4.09E-05,0.000661773,1,1,1
0.9980914,4.71E-05,0.001861442,1,1,1
0.995936155,0.000263648,0.003800125,1,1,1
0.999384046,3.61E-05,0.00057981,1,1,1
0.999977469,2.06E-06,2.05E-05,1,1,1
0.999014735,0.000126796,0.000858377,1,1,1
0.994974136,0.000982894,0.004042974,1,1,1
0.007279019,9.24E-05,0.992628574,3,3,1
0.016780788,0.000325976,0.982893169,3,3,1
0.821672857,2.68E-05,0.178300276,1,3,0
0.999940753,4.71E-05,1.21E-05,1,1,1
0.989141703,0.009203842,0.001654477,1,1,1
0.867150366,0.086595304,0.046254277,1,1,1
0.01355193,0.977906287,0.008541883,2,2,1
1.33E-06,0.999983668,1.50E-05,2,2,1
0.000338768,0.994772851,0.004888318,2,2,1
0.000345218,0.879675806,0.119979009,2,2,1
0.002314738,0.965963006,0.031722274,2,2,1
0.972385347,0.002990116,0.024624599,1,1,1
0.574927568,2.35E-05,0.425048918,1,1,1
0.962541521,7.10E-05,0.037387494,1,1,1
0.59697926,8.34E-06,0.403012395,1,1,1
0.014951536,3.70E-08,0.985048354,3,3,1
0.99506551,1.21E-05,0.004922423,1,1,1
0.998042226,5.15E-06,0.001952624,1,1,1
0.971114218,5.29E-05,0.028832823,1,1,1
0.000111107,2.89E-08,0.999888897,3,3,1
1.68E-06,1.55E-12,0.999998331,3,3,1
3.23E-06,9.89E-12,0.999996781,3,3,1
0.001219864,1.84E-08,0.998780072,3,3,1
3.15E-09,8.50E-14,1,3,3,1
4.70E-07,5.47E-10,0.999999523,3,3,1
4.55E-11,8.46E-15,1,3,3,1
5.03E-13,4.41E-16,1,3,3,1
9.37E-16,1.69E-18,1,3,3,1
8.43E-18,2.39E-22,1,3,3,1
4.71E-13,1.76E-16,1,3,3,1
2.71E-11,3.14E-14,1,3,3,1
2.70E-10,1.45E-10,1,3,3,1
2.31E-11,1.79E-10,1,3,3,1
9.27E-12,6.62E-13,1,3,3,1
2.41E-15,4.30E-20,1,3,3,1
3.05E-18,2.13E-25,1,3,3,1
4.97E-21,5.87E-28,1,3,3,1
4.30E-18,1.68E-23,1,3,3,1
8.19E-20,6.14E-27,1,3,3,1
2.92E-14,7.63E-21,1,3,3,1
1.59E-16,8.56E-23,1,3,3,1
6.39E-16,5.42E-22,1,3,3,1
4.76E-17,2.13E-23,1,3,3,1
1.59E-17,7.85E-25,1,3,3,1
4.78E-21,7.31E-29,1,3,3,1
3.25E-17,1.65E-24,1,3,3,1
1.02E-18,6.96E-25,1,3,3,1
5.29E-16,6.14E-24,1,3,3,1
1.84E-20,3.12E-28,1,3,3,1
1.23E-20,1.09E-28,1,3,3,1
2.35E-18,1.28E-25,1,3,3,1
2.37E-19,2.28E-29,1,3,3,1
7.88E-17,1.48E-22,1,3,3,1
1.80E-15,1.34E-20,1,3,3,1
1.68E-22,2.94E-30,1,3,3,1
2.40E-21,8.52E-28,1,3,3,1
2.18E-20,9.49E-28,1,3,3,1
6.49E-16,1.14E-22,1,3,3,1
2.28E-13,2.12E-18,1,3,3,1
4.26E-11,3.08E-16,1,3,3,1
1.41E-12,1.27E-16,1,3,3,1
3.14E-17,5.29E-22,1,3,3,1
1.59E-18,2.05E-23,1,3,3,1
3.60E-12,3.35E-16,1,3,3,1
1.47E-14,7.38E-19,1,3,3,1
1.63E-09,1.21E-11,1,3,3,1
4.96E-06,1.49E-08,0.999994993,3,3,1
5.08E-08,1.83E-09,1,3,3,1
2.46E-05,5.19E-05,0.999923468,3,3,1
0.000522523,0.003630296,0.995847166,3,3,1
0.00548974,0.994133651,0.000376585,2,2,1
9.88E-06,0.999979496,1.06E-05,2,2,1
3.76E-08,1,1.31E-08,2,2,1
0.997647822,0.002303693,4.85E-05,1,1,1
1,6.43E-09,2.17E-09,1,1,1
1,8.86E-13,1.79E-13,1,1,1
1,5.90E-14,1.58E-14,1,1,1
1,9.57E-17,2.91E-17,1,1,1
1,3.18E-18,2.28E-18,1,1,1
1,2.20E-10,2.76E-11,1,1,1
1,2.12E-12,2.66E-12,1,1,1
1,3.05E-21,4.79E-20,1,1,1
1,1.59E-21,1.71E-20,1,1,1
1,2.76E-22,2.19E-21,1,1,1
1,8.12E-15,3.84E-15,1,1,1
1,2.66E-21,1.04E-20,1,1,1
1,2.32E-16,6.00E-17,1,1,1
1,7.04E-13,2.02E-13,1,1,1
1,1.88E-12,4.32E-13,1,1,1
1,7.16E-17,3.18E-16,1,1,1
1,5.80E-13,1.73E-13,1,1,1
1,4.09E-11,8.10E-12,1,1,1
1,2.94E-15,6.44E-15,1,1,1
1,4.26E-16,7.92E-16,1,1,1
1,6.01E-15,1.88E-14,1,1,1
1,1.47E-11,1.84E-11,1,1,1
1,6.11E-12,5.66E-12,1,1,1
1,1.48E-08,5.39E-09,1,1,1
1,9.36E-18,2.02E-16,1,1,1
1,3.48E-23,9.13E-18,1,1,1
1,1.17E-16,4.72E-14,1,1,1
1,7.01E-15,1.12E-12,1,1,1
1,4.81E-16,3.45E-12,1,1,1
1,6.88E-11,4.09E-09,1,1,1
1,1.24E-10,6.51E-10,1,1,1
1,1.03E-13,2.93E-13,1,1,1
1,2.15E-09,1.40E-08,1,1,1
1,2.10E-10,1.02E-09,1,1,1
1,7.66E-09,1.89E-08,1,1,1
0.999999762,2.12E-07,4.75E-08,1,1,1
0.999999523,5.02E-07,2.61E-08,1,1,1
0.999999881,1.31E-07,4.87E-08,1,1,1
0.999999881,6.06E-08,4.27E-08,1,1,1
0.999996424,2.51E-06,1.05E-06,1,1,1
0.998952508,0.000566773,0.000480796,1,1,1
0.958885908,0.003827041,0.037287079,1,1,1
0.036316976,0.00017418,0.963508904,3,3,1
0.939267695,8.00E-07,0.060731534,1,3,0
0.999564469,1.41E-05,0.000421364,1,1,1
0.991836011,0.001854122,0.006309786,1,1,1
0.9129318,0.004715381,0.082352802,1,1,1
0.008776712,0.990127563,0.00109587,2,2,1
0.003806204,0.99490571,0.001288111,2,2,1
0.861250401,0.016223842,0.122525752,1,1,1
0.669860184,0.2624515,0.067688346,1,1,1
0.848958373,0.003487195,0.147554398,1,1,1
0.993535399,0.002568867,0.003895827,1,1,1
0.999593675,2.16E-06,0.000404242,1,1,1
0.999723613,2.92E-06,0.000273437,1,1,1
0.999952555,5.64E-06,4.18E-05,1,1,1
0.999734461,3.85E-06,0.000261751,1,1,1
0.999884129,1.84E-05,9.75E-05,1,1,1
0.999923587,3.77E-05,3.87E-05,1,1,1
0.999400258,4.06E-05,0.000559136,1,1,1
0.724543214,0.000414982,0.275041759,1,1,1
0.000633239,1.23E-07,0.999366701,3,3,1
1.45E-05,3.15E-10,0.999985456,3,3,1
1.57E-07,1.06E-11,0.999999881,3,3,1
2.07E-06,1.28E-10,0.999997973,3,3,1
9.37E-06,1.08E-08,0.999990582,3,3,1
2.67E-09,2.95E-13,1,3,3,1
6.61E-08,4.22E-11,0.999999881,3,3,1
1.42E-09,1.12E-11,1,3,3,1
2.60E-11,3.11E-15,1,3,3,1
1.02E-11,2.56E-16,1,3,3,1
4.78E-08,6.47E-08,0.999999881,3,3,1
1.04E-10,1.01E-09,1,3,3,1
2.27E-10,2.11E-07,0.999999762,3,3,1
1.95E-11,3.83E-11,1,3,3,1
5.14E-17,6.23E-21,1,3,3,1
3.32E-14,2.10E-20,1,3,3,1
8.36E-15,1.95E-19,1,3,3,1
7.31E-18,1.21E-22,1,3,3,1
2.02E-20,3.60E-25,1,3,3,1
1.37E-16,3.52E-22,1,3,3,1
4.92E-22,2.90E-29,1,3,3,1
1.59E-14,1.76E-20,1,3,3,1
2.07E-19,1.13E-26,1,3,3,1
8.34E-19,7.24E-26,1,3,3,1
3.07E-14,3.64E-21,1,3,3,1
9.71E-19,5.52E-28,1,3,3,1
6.65E-17,8.05E-24,1,3,3,1
2.05E-13,5.48E-20,1,3,3,1
5.85E-16,2.33E-22,1,3,3,1
1.99E-16,2.31E-22,1,3,3,1
5.71E-19,3.65E-27,1,3,3,1
3.58E-22,1.94E-31,1,3,3,1
3.94E-18,4.92E-25,1,3,3,1
1.20E-17,4.11E-25,1,3,3,1
3.35E-22,2.82E-31,1,3,3,1
2.45E-21,1.52E-28,1,3,3,1
2.49E-19,4.10E-26,1,3,3,1
9.47E-18,2.53E-23,1,3,3,1
2.22E-17,6.16E-23,1,3,3,1
6.08E-16,2.21E-21,1,3,3,1
1.15E-09,2.02E-13,1,3,3,1
3.53E-13,1.59E-17,1,3,3,1
5.80E-16,4.37E-21,1,3,3,1
3.99E-14,1.49E-18,1,3,3,1
6.96E-10,7.10E-14,1,3,3,1
1.78E-13,3.55E-17,1,3,3,1
8.91E-14,1.07E-17,1,3,3,1
2.10E-10,3.05E-13,1,3,3,1
2.07E-07,9.62E-10,0.999999762,3,3,1
3.85E-05,0.000150387,0.999811113,3,3,1
0.000155174,0.700141788,0.299703091,2,2,1
0.003611069,0.750393569,0.245995283,2,2,1
1.04E-05,0.999968648,2.10E-05,2,2,1
1.98E-10,1,8.61E-11,2,2,1
0.99994421,5.23E-05,3.40E-06,1,1,1
1,4.16E-10,2.96E-11,1,1,1
1,1.93E-14,4.16E-15,1,1,1
1,1.28E-17,3.83E-18,1,1,1
1,4.20E-14,3.36E-14,1,1,1
1,3.50E-17,4.33E-17,1,1,1
1,5.47E-16,6.94E-16,1,1,1
1,6.14E-19,3.44E-18,1,1,1
1,4.49E-17,2.17E-16,1,1,1
1,1.02E-21,1.92E-20,1,1,1
1,5.57E-20,2.20E-19,1,1,1
1,7.81E-12,5.88E-13,1,1,1
1,4.28E-12,6.37E-13,1,1,1
1,2.00E-10,1.93E-11,1,1,1
1,1.56E-10,1.24E-11,1,1,1
1,3.52E-10,4.41E-11,1,1,1
1,3.18E-13,5.40E-14,1,1,1
1,2.76E-13,1.22E-13,1,1,1
1,4.90E-15,1.81E-14,1,1,1
1,2.99E-19,4.87E-18,1,1,1
1,2.61E-18,4.37E-17,1,1,1
1,1.03E-20,7.03E-19,1,1,1
1,7.95E-28,1.26E-23,1,1,1
1,3.96E-14,9.09E-14,1,1,1
1,9.31E-21,8.41E-19,1,1,1
1,1.17E-20,2.21E-16,1,1,1
1,3.36E-18,8.66E-15,1,1,1
1,6.46E-17,1.88E-14,1,1,1
1,5.35E-16,6.26E-14,1,1,1
1,4.11E-10,3.81E-09,1,1,1
1,1.36E-12,1.22E-12,1,1,1
1,3.04E-12,5.27E-13,1,1,1
1,1.20E-13,1.49E-14,1,1,1
1,1.00E-13,1.59E-14,1,1,1
1,5.79E-10,4.03E-11,1,1,1
1,1.91E-12,1.70E-13,1,1,1
1,1.66E-13,1.98E-13,1,1,1
1,6.71E-13,5.98E-12,1,1,1
1,1.59E-08,2.03E-09,1,1,1
1,3.51E-09,2.58E-09,1,1,1
0.999941945,3.04E-05,2.76E-05,1,1,1
0.999986529,7.96E-06,5.54E-06,1,1,1
0.999979854,1.68E-05,3.38E-06,1,1,1
0.999990702,6.64E-07,8.54E-06,1,1,1
0.999997377,5.14E-07,2.19E-06,1,1,1
0.999854922,2.89E-05,0.000116247,1,1,1
0.998194993,0.000336952,0.001467988,1,1,1
0.999612153,3.25E-05,0.000355371,1,1,1
0.998675287,0.001088339,0.000236339,1,1,1
0.93138206,0.065936789,0.002681087,1,1,1
0.999476373,0.00023153,0.000292168,1,1,1
0.989533067,6.04E-06,0.010460984,1,1,1
0.998935521,4.68E-06,0.001059877,1,1,1
0.999923944,1.79E-05,5.82E-05,1,1,1
0.999978662,6.38E-06,1.49E-05,1,1,1
0.999971509,3.90E-07,2.81E-05,1,1,1
0.999999046,4.75E-07,4.64E-07,1,1,1
0.999992967,5.67E-06,1.34E-06,1,1,1
0.999809086,7.01E-05,0.000120876,1,1,1
0.878995836,0.000802286,0.120201856,1,1,1
0.994761765,7.11E-05,0.005167231,1,1,1
0.998793364,1.16E-05,0.001194997,1,1,1
0.999833465,4.34E-05,0.000123137,1,1,1
0.989748895,3.78E-05,0.010213383,1,1,1
0.999665141,1.91E-05,0.000315851,1,1,1
0.999874353,2.26E-05,0.00010293,1,1,1
2.18E-05,3.66E-09,0.999978185,3,3,1
6.22E-08,3.23E-11,0.999999881,3,3,1
6.02E-09,8.93E-12,1,3,3,1
3.16E-08,1.11E-11,1,3,3,1
1.71E-12,2.72E-17,1,3,3,1
2.91E-10,3.23E-14,1,3,3,1
3.70E-11,7.67E-13,1,3,3,1
6.01E-12,9.47E-15,1,3,3,1
3.49E-14,1.08E-16,1,3,3,1
4.10E-18,3.80E-23,1,3,3,1
4.48E-14,3.76E-19,1,3,3,1
3.64E-13,1.45E-17,1,3,3,1
9.35E-16,1.29E-20,1,3,3,1
6.32E-19,4.97E-23,1,3,3,1
3.93E-21,1.41E-27,1,3,3,1
4.20E-19,3.60E-24,1,3,3,1
1.37E-16,7.88E-23,1,3,3,1
9.96E-18,5.33E-26,1,3,3,1
6.62E-18,4.38E-26,1,3,3,1
1.93E-14,7.00E-20,1,3,3,1
4.46E-19,5.26E-26,1,3,3,1
7.95E-19,1.43E-26,1,3,3,1
2.76E-19,1.58E-25,1,3,3,1
5.18E-15,5.67E-21,1,3,3,1
3.88E-17,4.10E-23,1,3,3,1
1.98E-16,1.26E-23,1,3,3,1
1.11E-23,1.47E-31,1,3,3,1
1.36E-18,1.35E-25,1,3,3,1
1.75E-21,1.03E-29,1,3,3,1
4.41E-22,4.67E-30,1,3,3,1
