1类置信率,2类置信率,3类置信率,预测分类,实际分类,预测正确
1,1.00E-13,5.09E-12,1,1,1
1,3.80E-25,1.67E-23,1,1,1
1,9.05E-38,3.62E-34,1,1,1
1,1.29E-35,2.26E-32,1,1,1
1,2.85E-34,4.26E-32,1,1,1
1,0,0,1,1,1
1,0,1.06E-35,1,1,1
1,7.04E-37,3.37E-31,1,1,1
1,7.79E-33,6.91E-28,1,1,1
1,3.20E-32,1.92E-29,1,1,1
1,1.72E-26,1.40E-22,1,1,1
1,4.81E-17,1.43E-15,1,1,1
1,3.03E-14,3.10E-15,1,1,1
1,5.05E-14,1.22E-15,1,1,1
1,1.84E-32,1.76E-32,1,1,1
1,2.76E-36,1.23E-35,1,1,1
1,3.47E-37,1.73E-35,1,1,1
1,0,3.57E-37,1,1,1
1,0,0,1,1,1
1,0,0,1,1,1
1,9.82E-32,3.99E-31,1,1,1
1,3.79E-32,2.13E-31,1,1,1
1,1.70E-29,4.60E-29,1,1,1
1,2.52E-28,2.63E-27,1,1,1
1,1.06E-16,7.90E-17,1,1,1
1,1.82E-21,3.54E-20,1,1,1
1,1.01E-17,1.29E-16,1,1,1
1,5.81E-29,4.95E-26,1,1,1
1,0,0,1,1,1
1,0,0,1,1,1
1,0,0,1,1,1
1,0,0,1,1,1
1,0,2.97E-35,1,1,1
1,5.96E-30,7.81E-28,1,1,1
1,2.26E-29,4.45E-27,1,1,1
1,7.70E-31,4.83E-28,1,1,1
1,0,5.79E-34,1,1,1
1,6.82E-26,5.13E-23,1,1,1
1,2.96E-26,1.48E-23,1,1,1
1,1.77E-20,1.67E-17,1,1,1
1,1.06E-20,8.64E-18,1,1,1
1,4.74E-15,2.91E-14,1,1,1
1,4.76E-19,1.01E-16,1,1,1
1,1.02E-17,1.42E-15,1,1,1
1,1.37E-13,1.42E-12,1,1,1
0.99999702,2.12E-06,7.90E-07,1,1,1
0.999999642,2.74E-07,8.68E-08,1,1,1
1,4.50E-11,6.23E-11,1,1,1
1,4.80E-15,3.12E-15,1,1,1
1,6.05E-09,1.65E-10,1,1,1
0.999999881,1.45E-07,2.81E-10,1,1,1
1,8.48E-11,3.47E-13,1,1,1
1,1.28E-12,1.94E-14,1,1,1
1,1.96E-13,6.88E-14,1,1,1
1,3.13E-10,7.01E-11,1,1,1
1,1.75E-10,3.44E-11,1,1,1
1,5.91E-09,4.25E-10,1,1,1
1,3.38E-08,4.55E-09,1,1,1
0.999999881,1.14E-07,2.73E-08,1,1,1
1,8.18E-09,4.62E-09,1,1,1
0.999999642,3.55E-07,3.09E-08,1,1,1
0.999991655,7.96E-06,3.26E-07,1,1,1
0.999999404,5.41E-07,3.25E-08,1,1,1
1,1.78E-09,3.52E-10,1,1,1
1,6.64E-11,1.26E-11,1,1,1
1,1.48E-08,7.48E-10,1,1,1
0.99998498,1.48E-05,2.25E-07,1,1,1
0.000188157,0.999800622,1.12E-05,2,2,1
1.41E-08,1,2.33E-08,2,2,1
1.25E-09,1,2.27E-09,2,2,1
5.59E-11,1,1.43E-10,2,2,1
1.47E-10,1,2.96E-10,2,2,1
1.10E-09,1,1.65E-09,2,2,1
3.81E-10,1,3.27E-10,2,2,1
2.34E-10,1,6.25E-10,2,2,1
3.21E-10,1,6.22E-10,2,2,1
1.38E-11,1,1.05E-10,2,2,1
2.45E-11,1,3.82E-10,2,2,1
0.000397779,0.999396801,0.000205439,2,2,1
0.040565938,0.957758486,0.001675611,2,2,1
0.16144,0.837042511,0.001517534,2,2,1
0.961607695,0.038063411,0.000328889,1,1,1
0.990038514,0.009747414,0.000214117,1,1,1
1.78E-08,1,2.30E-08,2,2,1
2.85E-09,1,6.43E-09,2,2,1
1.11E-08,1,2.21E-08,2,2,1
2.24E-09,1,9.73E-09,2,2,1
1,2.62E-16,2.83E-14,1,1,1
1,2.25E-25,4.85E-24,1,1,1
1,5.00E-35,1.96E-32,1,1,1
1,0,0,1,1,1
1,0,0,1,1,1
1,0,0,1,1,1
1,0,1.62E-37,1,1,1
1,0,0,1,1,1
1,1.58E-35,5.84E-31,1,1,1
1,5.21E-27,7.70E-25,1,1,1
1,2.26E-21,7.23E-18,1,1,1
1,2.17E-21,2.22E-17,1,1,1
1,2.50E-08,3.52E-10,1,1,1
1,3.66E-09,3.78E-11,1,1,1
1,8.93E-22,2.57E-22,1,1,1
1,4.12E-25,1.53E-25,1,1,1
1,6.02E-27,1.94E-26,1,1,1
1,3.74E-27,2.11E-25,1,1,1
1,2.87E-34,5.49E-33,1,1,1
1,0,0,1,1,1
1,0,0,1,1,1
1,1.88E-30,9.98E-29,1,1,1
1,1.41E-20,4.91E-19,1,1,1
1,3.12E-20,8.44E-18,1,1,1
1,2.16E-14,2.20E-13,1,1,1
1,1.80E-15,1.76E-14,1,1,1
1,6.52E-23,1.36E-21,1,1,1
1,6.56E-26,2.14E-24,1,1,1
1,3.74E-34,3.02E-32,1,1,1
1,0,0,1,1,1
1,0,0,1,1,1
1,0,9.60E-38,1,1,1
1,3.92E-38,2.36E-35,1,1,1
1,2.27E-20,1.01E-19,1,1,1
1,1.57E-30,3.13E-28,1,1,1
1,1.41E-32,2.17E-29,1,1,1
1,2.97E-38,2.13E-32,1,1,1
1,1.66E-31,1.15E-26,1,1,1
1,4.26E-12,5.13E-12,1,1,1
1,5.21E-11,9.85E-11,1,1,1
1,1.21E-25,1.09E-21,1,1,1
1,1.60E-20,7.83E-19,1,1,1
1,8.25E-18,5.15E-17,1,1,1
1,9.11E-17,4.91E-15,1,1,1
1,3.05E-11,2.04E-11,1,1,1
1,1.28E-10,6.48E-11,1,1,1
1,1.61E-14,2.73E-14,1,1,1
1,5.49E-16,3.07E-18,1,1,1
1,6.93E-13,1.70E-15,1,1,1
0.999999523,4.34E-07,4.85E-10,1,1,1
1,3.29E-13,5.30E-16,1,1,1
1,1.04E-13,7.01E-15,1,1,1
1,3.99E-11,6.85E-12,1,1,1
1,1.94E-11,1.05E-12,1,1,1
1,5.76E-08,1.36E-09,1,1,1
1,8.63E-10,6.24E-11,1,1,1
0.999999881,1.36E-07,2.98E-09,1,1,1
1,1.32E-09,4.53E-11,1,1,1
1,5.39E-10,7.54E-11,1,1,1
1,8.72E-12,1.03E-12,1,1,1
1,2.35E-10,1.38E-10,1,1,1
1,5.45E-09,2.83E-09,1,1,1
0.999999523,5.20E-07,4.29E-08,1,1,1
0.999999881,1.34E-07,2.09E-08,1,1,1
0.999999523,7.59E-08,3.48E-07,1,1,1
1,5.79E-11,3.48E-12,1,1,1
0.999999523,4.25E-07,1.44E-08,1,1,1
0.995152235,0.00474088,0.000106944,1,1,1
1.85E-05,0.99997282,8.73E-06,2,2,1
1.12E-06,0.999998569,3.63E-07,2,2,1
2.07E-09,1,1.73E-09,2,2,1
2.26E-12,1,1.75E-11,2,2,1
4.78E-10,1,5.15E-10,2,2,1
1.08E-10,1,2.99E-10,2,2,1
4.08E-10,1,1.02E-09,2,2,1
1.96E-11,1,1.34E-10,2,2,1
1.89E-10,1,6.66E-11,2,2,1
7.38E-12,1,8.78E-11,2,2,1
8.55E-08,0.999999762,1.04E-07,2,2,1
9.66E-07,0.99999392,5.15E-06,2,2,1
0.000340029,0.997707367,0.001952557,2,2,1
0.109685853,0.849048972,0.041265119,2,2,1
0.991012752,0.008728787,0.000258457,1,1,1
0.012502109,0.987416744,8.11E-05,2,2,1
1.58E-09,1,6.30E-09,2,2,1
1.47E-08,1,3.77E-08,2,2,1
2.97E-08,0.999999762,2.03E-07,2,2,1
4.52E-08,0.999997854,2.14E-06,2,2,1
1.18E-08,0.999999762,2.19E-07,2,2,1
1.12E-07,0.999997377,2.45E-06,2,2,1
1,3.29E-15,1.06E-14,1,1,1
1,1.09E-28,1.16E-26,1,1,1
1,7.69E-36,1.59E-32,1,1,1
1,0,7.01E-38,1,1,1
1,3.73E-29,2.44E-28,1,1,1
1,1.63E-29,6.35E-29,1,1,1
1,2.93E-24,6.72E-24,1,1,1
1,0,3.69E-35,1,1,1
1,0,7.51E-33,1,1,1
1,2.95E-22,6.87E-19,1,1,1
1,2.03E-21,4.58E-17,1,1,1
1,2.86E-16,3.90E-14,1,1,1
1,3.30E-15,9.02E-15,1,1,1
0.999998093,1.93E-06,4.75E-10,1,1,1
1,1.44E-10,1.02E-13,1,1,1
1,1.13E-20,6.21E-21,1,1,1
1,5.96E-18,2.57E-18,1,1,1
1,5.86E-28,2.09E-27,1,1,1
1,4.85E-38,2.43E-36,1,1,1
1,0,0,1,1,1
1,0,0,1,1,1
1,2.24E-17,2.13E-16,1,1,1
1,3.42E-11,1.14E-10,1,1,1
1,1.16E-09,8.11E-10,1,1,1
0.999984026,1.57E-05,2.05E-07,1,1,1
1,2.44E-10,2.40E-10,1,1,1
1,7.44E-19,3.17E-18,1,1,1
1,1.51E-24,3.64E-24,1,1,1
1,1.26E-35,7.96E-34,1,1,1
1,0,0,1,1,1
1,8.82E-34,3.33E-32,1,1,1
1,0,0,1,1,1
1,0,3.48E-37,1,1,1
1,2.88E-15,8.41E-16,1,1,1
1,3.75E-29,3.01E-27,1,1,1
1,4.50E-35,1.21E-30,1,1,1
1,1.91E-35,1.78E-29,1,1,1
1,3.44E-20,3.77E-19,1,1,1
1,1.21E-09,8.16E-10,1,1,1
1,2.03E-17,2.73E-15,1,1,1
1,1.18E-16,1.43E-15,1,1,1
1,7.58E-16,3.55E-16,1,1,1
1,1.10E-13,1.65E-13,1,1,1
1,2.66E-17,5.29E-17,1,1,1
1,1.61E-17,4.42E-16,1,1,1
1,1.10E-14,3.45E-15,1,1,1
1,2.04E-14,5.40E-14,1,1,1
1,3.26E-09,7.47E-12,1,1,1
0.999999881,8.56E-08,4.36E-11,1,1,1
1,1.07E-12,2.03E-15,1,1,1
1,6.33E-19,2.31E-19,1,1,1
1,6.25E-17,2.44E-17,1,1,1
1,1.45E-11,1.01E-12,1,1,1
1,2.28E-08,9.99E-10,1,1,1
0.999999881,9.23E-08,2.24E-09,1,1,1
1,1.12E-12,4.27E-14,1,1,1
1,1.52E-08,3.42E-10,1,1,1
1,8.03E-10,4.14E-11,1,1,1
1,4.11E-12,2.20E-13,1,1,1
1,4.06E-11,2.24E-12,1,1,1
1,1.64E-13,2.12E-14,1,1,1
1,3.61E-10,5.55E-11,1,1,1
1,1.51E-12,1.65E-13,1,1,1
1,1.80E-14,2.37E-15,1,1,1
1,1.97E-12,1.26E-13,1,1,1
1,3.59E-10,9.17E-12,1,1,1
0.999848008,0.000146479,5.49E-06,1,1,1
0.337763101,0.660960317,0.001276561,2,1,0
1.51E-05,0.999980092,4.75E-06,2,2,1
1.01E-06,0.999998569,4.79E-07,2,2,1
2.43E-08,1,1.66E-08,2,2,1
1.68E-12,1,2.56E-12,2,2,1
1.25E-09,1,5.81E-10,2,2,1
2.55E-10,1,2.66E-10,2,2,1
1.55E-10,1,1.77E-10,2,2,1
3.08E-10,1,8.83E-11,2,2,1
6.53E-10,1,1.22E-09,2,2,1
2.73E-10,1,2.72E-09,2,2,1
2.76E-10,1,1.43E-09,2,2,1
0.00421654,0.995163321,0.000620075,2,2,1
6.65E-05,0.999408126,0.00052534,2,2,1
0.090183899,0.905552208,0.0042639,2,2,1
0.00040503,0.999505401,8.96E-05,2,2,1
0.000114113,0.999876857,9.10E-06,2,2,1
9.99E-09,1,1.48E-08,2,2,1
2.76E-08,0.999999881,1.32E-07,2,2,1
6.62E-09,0.999999881,1.22E-07,2,2,1
6.44E-07,0.999989867,9.56E-06,2,2,1
3.03E-08,0.999998331,1.66E-06,2,2,1
5.35E-08,0.999987841,1.21E-05,2,2,1
2.51E-07,0.99999845,1.26E-06,2,2,1
0.999999881,8.23E-08,2.23E-08,1,1,1
1,8.33E-24,5.98E-22,1,1,1
1,2.90E-37,1.55E-33,1,1,1
1,5.63E-34,7.79E-32,1,1,1
1,1.49E-35,4.47E-33,1,1,1
1,0,0,1,1,1
1,9.26E-33,8.71E-32,1,1,1
1,2.43E-34,1.21E-32,1,1,1
1,0,1.15E-36,1,1,1
1,6.41E-30,6.41E-27,1,1,1
1,1.32E-27,9.18E-24,1,1,1
1,2.15E-24,5.22E-20,1,1,1
1,3.10E-21,7.25E-18,1,1,1
1,1.68E-13,4.86E-14,1,1,1
0.99505192,0.004947231,8.66E-07,1,1,1
1,1.60E-09,4.86E-12,1,1,1
1,1.12E-16,5.93E-18,1,1,1
1,2.02E-21,1.34E-22,1,1,1
1,6.23E-31,9.30E-31,1,1,1
1,0,0,1,1,1
1,6.16E-34,1.52E-33,1,1,1
1,3.95E-19,3.62E-19,1,1,1
1,6.21E-13,8.27E-12,1,1,1
1,3.00E-09,6.52E-10,1,1,1
0.999999881,1.19E-07,1.84E-08,1,1,1
1,1.74E-08,1.30E-09,1,1,1
1,4.53E-15,4.93E-14,1,1,1
1,3.50E-17,8.24E-16,1,1,1
1,7.39E-26,2.39E-25,1,1,1
1,1.20E-31,2.90E-30,1,1,1
1,3.16E-37,5.94E-35,1,1,1
1,1.23E-21,1.45E-21,1,1,1
1,7.08E-24,6.88E-24,1,1,1
1,9.28E-22,3.33E-21,1,1,1
1,1.61E-20,3.18E-20,1,1,1
1,2.79E-27,1.99E-26,1,1,1
1,2.10E-22,3.49E-21,1,1,1
1,1.72E-25,4.90E-24,1,1,1
1,5.46E-17,1.21E-16,1,1,1
1,5.57E-20,1.61E-19,1,1,1
1,9.17E-11,8.07E-12,1,1,1
1,6.90E-11,1.31E-12,1,1,1
1,7.55E-10,1.33E-11,1,1,1
1,8.96E-15,4.49E-16,1,1,1
1,4.12E-15,3.66E-17,1,1,1
1,5.74E-16,5.06E-18,1,1,1
1,2.85E-11,1.44E-13,1,1,1
1,5.22E-10,5.62E-13,1,1,1
1,1.16E-12,1.98E-15,1,1,1
1,2.14E-14,1.67E-16,1,1,1
1,2.09E-19,1.17E-20,1,1,1
1,1.12E-15,1.56E-16,1,1,1
1,2.96E-12,1.33E-13,1,1,1
1,7.87E-13,4.19E-14,1,1,1
1,6.48E-10,1.56E-11,1,1,1
1,1.11E-11,7.56E-13,1,1,1
1,1.34E-13,2.34E-14,1,1,1
1,1.10E-08,3.09E-10,1,1,1
1,5.86E-11,2.95E-12,1,1,1
1,3.52E-11,1.47E-12,1,1,1
1,1.84E-09,5.22E-11,1,1,1
1,3.79E-09,2.63E-10,1,1,1
1,4.40E-12,1.15E-13,1,1,1
1,8.75E-14,6.00E-15,1,1,1
1,2.29E-13,3.93E-14,1,1,1
1,8.54E-09,2.82E-10,1,1,1
0.999997973,1.91E-06,9.39E-08,1,1,1
0.99965632,0.000324207,1.94E-05,1,1,1
0.991057038,0.008774234,0.000168722,1,1,1
0.643419564,0.355772436,0.000807972,1,1,1
2.09E-05,0.999966979,1.21E-05,2,2,1
4.82E-06,0.99999404,1.16E-06,2,2,1
1.90E-09,1,2.11E-09,2,2,1
8.75E-09,1,5.82E-09,2,2,1
1.58E-09,1,1.63E-09,2,2,1
6.68E-09,1,1.88E-09,2,2,1
3.99E-09,1,3.58E-10,2,2,1
5.02E-09,1,4.89E-10,2,2,1
2.43E-09,1,1.68E-09,2,2,1
5.21E-10,1,5.19E-10,2,2,1
1.25E-10,1,6.65E-10,2,2,1
2.55E-09,1,1.64E-08,2,2,1
0.001840673,0.997687936,0.000471445,2,2,1
0.001347233,0.998358428,0.000294328,2,2,1
0.000363911,0.999596417,3.97E-05,2,2,1
2.20E-08,0.999999881,1.05E-07,2,2,1
2.20E-08,0.999999881,8.23E-08,2,2,1
1.03E-06,0.999997735,1.16E-06,2,2,1
4.32E-07,0.999994993,4.55E-06,2,2,1
0.001901606,0.997897744,0.000200738,2,2,1
1.82E-05,0.999948978,3.28E-05,2,2,1
1.96E-06,0.99999392,4.16E-06,2,2,1
1.46E-06,0.999995947,2.67E-06,2,2,1
2.19E-07,0.999998689,1.12E-06,2,2,1
1,2.13E-12,9.65E-12,1,1,1
1,2.65E-18,9.05E-18,1,1,1
1,1.40E-29,1.32E-27,1,1,1
1,7.15E-25,2.08E-24,1,1,1
1,1.21E-29,2.41E-28,1,1,1
1,9.69E-26,3.81E-25,1,1,1
1,6.82E-34,5.58E-32,1,1,1
1,0,7.28E-37,1,1,1
1,9.04E-38,9.38E-35,1,1,1
1,0,1.26E-35,1,1,1
1,3.87E-37,4.18E-33,1,1,1
1,1.65E-31,8.32E-27,1,1,1
1,5.98E-18,3.28E-16,1,1,1
1,4.42E-08,1.14E-10,1,1,1
0.998704553,0.001295463,4.16E-08,1,1,1
1,8.56E-16,4.36E-18,1,1,1
1,1.04E-16,2.15E-18,1,1,1
1,2.40E-19,2.32E-21,1,1,1
1,4.36E-25,2.53E-26,1,1,1
1,8.19E-23,2.74E-23,1,1,1
1,3.11E-18,1.75E-18,1,1,1
1,1.41E-08,4.15E-09,1,1,1
1,4.74E-11,1.85E-10,1,1,1
1,9.49E-09,5.79E-10,1,1,1
1,4.95E-12,6.80E-12,1,1,1
1,8.07E-13,6.68E-12,1,1,1
1,5.59E-12,1.62E-11,1,1,1
1,5.72E-20,1.01E-19,1,1,1
1,4.25E-31,2.85E-30,1,1,1
1,2.31E-33,4.03E-32,1,1,1
1,1.35E-31,4.83E-30,1,1,1
1,0,1.25E-36,1,1,1
1,1.77E-23,3.35E-23,1,1,1
1,7.53E-28,1.27E-26,1,1,1
1,8.10E-27,4.87E-26,1,1,1
1,3.11E-32,1.08E-30,1,1,1
1,1.54E-28,4.84E-27,1,1,1
1,2.02E-26,1.61E-25,1,1,1
1,4.56E-18,3.58E-18,1,1,1
1,6.09E-19,1.03E-18,1,1,1
1,1.33E-14,7.45E-16,1,1,1
1,1.97E-09,4.47E-12,1,1,1
1,2.49E-09,3.18E-11,1,1,1
1,6.72E-15,7.55E-17,1,1,1
1,1.91E-19,1.71E-21,1,1,1
1,2.52E-13,8.89E-15,1,1,1
1,8.17E-14,1.23E-17,1,1,1
1,2.72E-10,4.15E-13,1,1,1
1,2.56E-13,2.09E-15,1,1,1
1,1.15E-13,7.14E-15,1,1,1
1,4.37E-14,6.15E-16,1,1,1
1,7.80E-13,2.62E-14,1,1,1
1,1.04E-08,1.10E-10,1,1,1
0.999999523,4.77E-07,3.80E-09,1,1,1
1,1.20E-12,3.94E-14,1,1,1
1,4.08E-11,2.87E-12,1,1,1
1,2.23E-12,6.34E-13,1,1,1
1,1.20E-12,1.02E-13,1,1,1
1,2.72E-09,8.47E-11,1,1,1
1,9.10E-10,4.04E-11,1,1,1
1,2.34E-10,1.11E-11,1,1,1
1,2.71E-09,3.41E-10,1,1,1
1,8.09E-13,4.82E-14,1,1,1
1,3.10E-10,1.52E-11,1,1,1
1,3.44E-12,5.21E-13,1,1,1
1,4.42E-12,9.38E-13,1,1,1
1,5.81E-11,8.25E-12,1,1,1
0.999999404,6.09E-07,5.62E-08,1,1,1
0.999992728,6.80E-06,4.45E-07,1,1,1
0.999901056,9.66E-05,2.35E-06,1,1,1
0.534602582,0.464576989,0.000820481,1,2,0
1.62E-06,0.99999702,1.31E-06,2,2,1
6.33E-09,1,1.23E-08,2,2,1
8.16E-08,0.999999762,6.37E-08,2,2,1
3.14E-07,0.999999642,3.07E-08,2,2,1
5.62E-07,0.999999404,2.77E-08,2,2,1
7.91E-10,1,8.79E-11,2,2,1
6.13E-09,1,1.00E-09,2,2,1
6.86E-11,1,7.28E-11,2,2,1
6.48E-10,1,1.29E-09,2,2,1
1.19E-10,1,3.19E-10,2,2,1
6.16E-12,1,7.35E-11,2,2,1
4.38E-09,1,1.11E-08,2,2,1
1.45E-07,0.999999046,8.56E-07,2,2,1
0.000174498,0.999762833,6.27E-05,2,2,1
1.05E-07,0.999999404,4.45E-07,2,2,1
1.89E-09,1,3.06E-08,2,2,1
5.67E-08,0.999999762,2.44E-07,2,2,1
1.84E-06,0.999996305,1.95E-06,2,2,1
0.00889982,0.990695,0.000405244,2,2,1
0.03561601,0.962717056,0.001666938,2,2,1
0.206664696,0.79097563,0.002359724,2,2,1
0.008627615,0.990809441,0.000562941,2,2,1
9.14E-08,0.999999404,4.26E-07,2,2,1
1,2.00E-13,9.31E-13,1,1,1
1,1.68E-27,9.40E-25,1,1,1
1,3.93E-19,1.06E-18,1,1,1
1,9.02E-31,4.04E-29,1,1,1
1,3.36E-29,5.90E-28,1,1,1
1,4.70E-29,2.30E-28,1,1,1
1,5.52E-32,2.62E-30,1,1,1
1,1.15E-26,2.53E-26,1,1,1
1,8.94E-37,8.82E-34,1,1,1
1,2.89E-33,1.15E-29,1,1,1
1,1.12E-35,1.10E-31,1,1,1
1,1.24E-24,1.25E-21,1,1,1
1,3.73E-15,4.73E-15,1,1,1
1,7.31E-15,5.46E-16,1,1,1
1,2.33E-13,1.29E-16,1,1,1
1,3.32E-23,5.91E-25,1,1,1
1,2.04E-18,1.09E-20,1,1,1
1,4.10E-22,1.47E-24,1,1,1
1,1.94E-19,3.32E-22,1,1,1
1,6.06E-22,6.67E-24,1,1,1
1,3.44E-12,7.42E-14,1,1,1
1,1.24E-11,1.85E-12,1,1,1
0.999995351,4.55E-06,6.27E-08,1,1,1
1,1.98E-17,3.03E-16,1,1,1
1,2.91E-15,6.22E-14,1,1,1
1,5.67E-12,2.12E-11,1,1,1
1,2.70E-12,3.25E-12,1,1,1
1,9.52E-23,3.63E-22,1,1,1
1,2.01E-21,6.76E-22,1,1,1
1,1.70E-27,3.50E-27,1,1,1
1,8.82E-32,6.00E-31,1,1,1
1,1.69E-19,8.16E-20,1,1,1
1,1.75E-17,4.46E-18,1,1,1
1,3.13E-17,1.36E-17,1,1,1
1,1.55E-20,1.82E-20,1,1,1
1,4.86E-27,9.61E-27,1,1,1
1,1.06E-28,1.29E-27,1,1,1
1,3.36E-28,5.43E-28,1,1,1
1,2.19E-30,2.66E-29,1,1,1
1,8.14E-17,4.32E-18,1,1,1
1,1.19E-17,1.28E-18,1,1,1
1,5.86E-14,1.68E-15,1,1,1
1,1.02E-15,2.15E-16,1,1,1
1,1.43E-18,1.16E-19,1,1,1
1,8.39E-16,9.53E-17,1,1,1
1,4.06E-14,7.27E-16,1,1,1
1,1.59E-15,1.76E-17,1,1,1
1,6.98E-16,8.85E-18,1,1,1
1,4.03E-12,1.16E-13,1,1,1
1,6.13E-16,7.70E-17,1,1,1
1,2.15E-11,4.30E-13,1,1,1
1,9.58E-10,1.84E-11,1,1,1
0.999999881,1.16E-07,2.34E-09,1,1,1
1,3.35E-10,1.82E-12,1,1,1
1,1.47E-09,6.67E-11,1,1,1
1,2.14E-13,1.21E-14,1,1,1
1,1.09E-09,1.14E-09,1,1,1
1,5.87E-11,9.11E-12,1,1,1
1,3.08E-11,1.38E-12,1,1,1
1,1.21E-09,4.98E-11,1,1,1
1,1.36E-09,9.87E-11,1,1,1
1,3.28E-12,4.54E-13,1,1,1
1,1.52E-11,5.00E-13,1,1,1
1,2.97E-12,1.06E-13,1,1,1
1,2.63E-13,2.95E-14,1,1,1
1,8.60E-11,6.93E-12,1,1,1
1,1.77E-09,1.06E-10,1,1,1
0.999999881,8.77E-08,4.08E-09,1,1,1
0.999997735,2.13E-06,9.91E-08,1,1,1
0.999578655,0.000411878,9.37E-06,1,1,1
0.951808393,0.047493301,0.000698371,1,1,1
0.000391252,0.999568522,4.02E-05,2,2,1
3.92E-07,0.999999404,1.88E-07,2,2,1
1.81E-07,0.999999762,4.07E-08,2,2,1
9.15E-09,1,5.67E-09,2,2,1
4.81E-06,0.999994993,2.81E-07,2,2,1
1.56E-06,0.999998331,6.19E-08,2,2,1
1.44E-08,1,1.32E-09,2,2,1
4.79E-10,1,1.07E-10,2,2,1
2.08E-13,1,7.01E-13,2,2,1
4.41E-11,1,1.32E-10,2,2,1
1.30E-11,1,5.64E-11,2,2,1
6.37E-11,1,1.71E-10,2,2,1
9.56E-12,1,7.26E-10,2,2,1
6.55E-09,0.999999881,1.47E-07,2,2,1
4.93E-09,1,4.77E-08,2,2,1
4.22E-07,0.99999845,1.03E-06,2,2,1
1.36E-06,0.999996781,1.90E-06,2,2,1
5.46E-08,0.999999762,2.87E-07,2,2,1
2.17E-05,0.999961257,1.71E-05,2,2,1
0.07139986,0.927389622,0.001210598,2,2,1
0.999590576,0.000160176,0.000249232,1,1,1
0.998029649,0.001424029,0.000546281,1,1,1
0.000298328,0.999635577,6.62E-05,2,2,1
1,2.91E-13,4.28E-12,1,1,1
1,6.66E-29,1.12E-24,1,1,1
1,1.39E-35,5.24E-31,1,1,1
1,7.68E-37,5.96E-33,1,1,1
1,0,4.01E-37,1,1,1
1,0,0,1,1,1
1,1.08E-24,2.97E-24,1,1,1
1,0,4.37E-38,1,1,1
1,3.25E-37,4.00E-35,1,1,1
1,0,6.25E-36,1,1,1
1,4.61E-29,1.96E-25,1,1,1
1,9.33E-29,1.20E-25,1,1,1
1,5.99E-17,1.04E-15,1,1,1
1,8.25E-13,4.00E-14,1,1,1
1,1.01E-12,8.86E-15,1,1,1
1,7.19E-20,1.82E-22,1,1,1
1,2.18E-26,5.16E-28,1,1,1
1,2.17E-16,1.33E-18,1,1,1
1,6.27E-20,3.06E-22,1,1,1
1,3.67E-23,9.46E-26,1,1,1
1,1.41E-19,1.62E-22,1,1,1
1,9.55E-12,4.68E-14,1,1,1
1,2.97E-09,2.72E-12,1,1,1
0.999650478,0.000348164,1.28E-06,1,1,1
1,8.77E-09,6.20E-10,1,1,1
1,1.10E-17,5.45E-18,1,1,1
1,5.03E-18,7.13E-17,1,1,1
1,8.47E-16,1.01E-15,1,1,1
1,3.95E-23,2.89E-23,1,1,1
1,9.12E-25,1.15E-24,1,1,1
1,2.07E-23,2.39E-24,1,1,1
1,7.54E-21,2.72E-21,1,1,1
1,1.12E-21,1.19E-21,1,1,1
1,1.79E-20,7.74E-21,1,1,1
1,9.92E-21,1.43E-21,1,1,1
1,1.18E-26,1.49E-26,1,1,1
1,1.15E-15,3.22E-16,1,1,1
1,2.01E-21,9.44E-22,1,1,1
1,3.06E-22,2.32E-22,1,1,1
1,4.02E-22,1.12E-22,1,1,1
1,5.70E-27,2.40E-26,1,1,1
1,5.33E-20,7.55E-21,1,1,1
1,9.51E-24,2.25E-25,1,1,1
1,1.94E-22,2.82E-24,1,1,1
1,5.26E-16,1.37E-17,1,1,1
1,2.05E-14,2.77E-15,1,1,1
1,2.99E-22,2.71E-24,1,1,1
1,8.28E-18,6.80E-20,1,1,1
1,3.12E-13,1.59E-14,1,1,1
1,1.53E-14,1.59E-16,1,1,1
1,6.39E-17,8.39E-19,1,1,1
1,2.22E-12,2.23E-14,1,1,1
1,4.92E-08,7.56E-10,1,1,1
1,1.33E-09,3.59E-12,1,1,1
1,3.58E-08,1.02E-09,1,1,1
0.999999881,6.19E-08,8.40E-10,1,1,1
1,1.17E-09,2.43E-11,1,1,1
1,5.14E-13,2.10E-14,1,1,1
1,9.00E-12,4.88E-13,1,1,1
1,2.58E-09,1.09E-10,1,1,1
1,9.86E-13,6.22E-14,1,1,1
1,2.58E-13,1.59E-14,1,1,1
1,1.01E-13,1.94E-14,1,1,1
1,1.11E-11,3.68E-12,1,1,1
1,4.72E-09,2.59E-10,1,1,1
1,5.14E-10,2.38E-11,1,1,1
1,1.24E-11,1.79E-12,1,1,1
1,5.12E-11,5.85E-12,1,1,1
1,5.73E-08,2.15E-09,1,1,1
1,3.68E-08,1.68E-09,1,1,1
0.999987125,1.26E-05,2.87E-07,1,1,1
0.998412251,0.001562861,2.49E-05,1,1,1
0.848255217,0.150716975,0.00102777,1,1,1
0.996690392,0.003282157,2.75E-05,1,1,1
0.892868161,0.106696256,0.00043555,1,1,1
0.104647078,0.894788384,0.00056464,2,1,0
1.07E-05,0.999988079,1.18E-06,2,2,1
4.03E-07,0.999999642,4.26E-08,2,2,1
4.33E-09,1,2.69E-09,2,2,1
